Border,Date,Measure,Value,Average 
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,421140,716909
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,339046,346470
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,303138,286784
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,192616,149270
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,139164,111999
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,64706,48966
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,59556,39343
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,54992,103007
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,48520,40316
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,37086,34199
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,33684,41243
US-Canada Border,12/01/2001 12:00:00 AM,Buses,16762,29378
US-Canada Border,12/01/2001 12:00:00 AM,Trains,5170,5488
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,2360,2468
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,1148,1152
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,28352674,36305642
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicles,12660178,13829928
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,8793214,15072555
US-Mexico Border,11/01/2001 12:00:00 AM,Pedestrians,7744866,7452635
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicles,4360904,6261946
US-Canada Border,11/01/2001 12:00:00 AM,Trucks,1110882,1061742
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Full,912418,657821
US-Mexico Border,11/01/2001 12:00:00 AM,Trucks,712548,668609
US-Mexico Border,11/01/2001 12:00:00 AM,Bus Passengers,593426,512397
US-Canada Border,11/01/2001 12:00:00 AM,Bus Passengers,495876,720067
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Full,387462,345885
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Empty,316586,286358
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Full,206614,148451
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Empty,189556,110891
US-Canada Border,11/01/2001 12:00:00 AM,Pedestrians,80290,103332
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Empty,71252,48648
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Empty,59928,39049
US-Mexico Border,11/01/2001 12:00:00 AM,Buses,46152,40233
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Full,42064,34087
US-Canada Border,11/01/2001 12:00:00 AM,Train Passengers,27406,41440
US-Canada Border,11/01/2001 12:00:00 AM,Buses,19746,29516
US-Canada Border,11/01/2001 12:00:00 AM,Trains,5560,5487
US-Mexico Border,11/01/2001 12:00:00 AM,Train Passengers,3042,2460
US-Mexico Border,11/01/2001 12:00:00 AM,Trains,1276,1150
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicle Passengers,25776968,36458232
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicles,12025930,13856073
US-Canada Border,10/01/2001 12:00:00 AM,Personal Vehicle Passengers,9191962,15157781
US-Mexico Border,10/01/2001 12:00:00 AM,Pedestrians,7971430,7445117
US-Canada Border,10/01/2001 12:00:00 AM,Personal Vehicles,4446834,6288252
US-Canada Border,10/01/2001 12:00:00 AM,Trucks,1214472,1059528
US-Canada Border,10/01/2001 12:00:00 AM,Truck Containers Full,996710,652909
US-Mexico Border,10/01/2001 12:00:00 AM,Trucks,770798,667128
US-Canada Border,10/01/2001 12:00:00 AM,Bus Passengers,637486,721264
US-Mexico Border,10/01/2001 12:00:00 AM,Bus Passengers,531802,512116
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Full,414892,344885
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Empty,352450,285400
US-Canada Border,10/01/2001 12:00:00 AM,Rail Containers Full,330530,145812
US-Canada Border,10/01/2001 12:00:00 AM,Truck Containers Empty,185090,109816
US-Canada Border,10/01/2001 12:00:00 AM,Pedestrians,144676,102733
US-Canada Border,10/01/2001 12:00:00 AM,Rail Containers Empty,103974,47846
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Empty,58006,38774
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Full,49370,33865
US-Mexico Border,10/01/2001 12:00:00 AM,Buses,46586,40141
US-Canada Border,10/01/2001 12:00:00 AM,Train Passengers,30174,41604
US-Canada Border,10/01/2001 12:00:00 AM,Buses,24994,29582
US-Canada Border,10/01/2001 12:00:00 AM,Trains,5720,5484
US-Mexico Border,10/01/2001 12:00:00 AM,Train Passengers,3234,2449
US-Mexico Border,10/01/2001 12:00:00 AM,Trains,1330,1147
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,26670586,36602168
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,12282994,13879207
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,11335320,15213994
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,7654338,7442040
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicles,5144016,6305079
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,1084308,1059164
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,866626,649766
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,817862,719843
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,666588,667136
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,473308,512687
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,357222,344703
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,308422,285061
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,206088,144926
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,160108,109076
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,118296,102504
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,72504,47483
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,51864,38581
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,45946,33688
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,44094,41567
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,41782,40117
US-Canada Border,09/01/2001 12:00:00 AM,Buses,30204,29572
US-Canada Border,09/01/2001 12:00:00 AM,Trains,5322,5486
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,2834,2443
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,1236,1146
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicle Passengers,36941708,36597100
US-Canada Border,08/01/2001 12:00:00 AM,Personal Vehicle Passengers,19387676,15151700
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicles,16535266,13839564
US-Canada Border,08/01/2001 12:00:00 AM,Personal Vehicles,8299800,6275307
US-Mexico Border,08/01/2001 12:00:00 AM,Pedestrians,8073576,7432614
US-Canada Border,08/01/2001 12:00:00 AM,Trucks,1201012,1057047
US-Canada Border,08/01/2001 12:00:00 AM,Bus Passengers,1091876,714291
US-Canada Border,08/01/2001 12:00:00 AM,Truck Containers Full,1028316,644116
US-Mexico Border,08/01/2001 12:00:00 AM,Trucks,748432,665923
US-Mexico Border,08/01/2001 12:00:00 AM,Bus Passengers,588704,511552
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Full,417172,343622
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Empty,351174,284075
US-Canada Border,08/01/2001 12:00:00 AM,Pedestrians,256884,100200
US-Canada Border,08/01/2001 12:00:00 AM,Rail Containers Full,184416,144337
US-Canada Border,08/01/2001 12:00:00 AM,Truck Containers Empty,180542,108010
US-Canada Border,08/01/2001 12:00:00 AM,Train Passengers,74972,41069
US-Canada Border,08/01/2001 12:00:00 AM,Rail Containers Empty,67016,47192
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Empty,53304,38362
US-Mexico Border,08/01/2001 12:00:00 AM,Buses,49758,39973
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Full,46618,33495
US-Canada Border,08/01/2001 12:00:00 AM,Buses,40116,29415
US-Canada Border,08/01/2001 12:00:00 AM,Trains,5692,5483
US-Mexico Border,08/01/2001 12:00:00 AM,Train Passengers,3504,2427
US-Mexico Border,08/01/2001 12:00:00 AM,Trains,1278,1144
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicle Passengers,36722292,36595203
US-Canada Border,07/01/2001 12:00:00 AM,Personal Vehicle Passengers,18898908,15094924
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicles,16213274,13803599
US-Mexico Border,07/01/2001 12:00:00 AM,Pedestrians,9127914,7406928
US-Canada Border,07/01/2001 12:00:00 AM,Personal Vehicles,8053054,6248371
US-Canada Border,07/01/2001 12:00:00 AM,Bus Passengers,1065086,708976
US-Canada Border,07/01/2001 12:00:00 AM,Trucks,1057538,1057039
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Full,915684,640002
US-Mexico Border,07/01/2001 12:00:00 AM,Trucks,685738,665622
US-Mexico Border,07/01/2001 12:00:00 AM,Bus Passengers,676650,509051
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Full,379652,343076
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Empty,321580,283506
US-Canada Border,07/01/2001 12:00:00 AM,Pedestrians,261514,97756
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Full,193366,143594
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Empty,158432,107246
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Empty,75892,46757
US-Canada Border,07/01/2001 12:00:00 AM,Train Passengers,70840,40617
US-Mexico Border,07/01/2001 12:00:00 AM,Buses,51148,39804
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Full,45390,33314
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Empty,42950,38292
US-Canada Border,07/01/2001 12:00:00 AM,Buses,42378,29219
US-Canada Border,07/01/2001 12:00:00 AM,Trains,5466,5483
US-Mexico Border,07/01/2001 12:00:00 AM,Train Passengers,2954,2419
US-Mexico Border,07/01/2001 12:00:00 AM,Trains,1272,1142
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,34195286,36632125
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,15758152,13773529
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,14559990,15103154
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,8596124,7388632
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,6806382,6239787
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,1170288,1055297
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,1015106,704266
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,1011576,634285
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,721834,664758
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,569988,508113
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,404096,342137
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,320824,282932
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,211842,142544
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,193722,96279
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,172700,106239
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,73506,46346
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,53500,40419
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,50806,33045
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,46158,39706
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,45802,38177
US-Canada Border,06/01/2001 12:00:00 AM,Buses,37686,29088
US-Canada Border,06/01/2001 12:00:00 AM,Trains,5646,5481
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,3128,2408
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,1254,1141
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,35698416,36646714
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,16405366,13732406
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,12719198,15140403
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,8289146,7374562
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,6234734,6239865
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,1251350,1052234
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,1042830,627902
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,911462,701028
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,775534,663027
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,536484,507670
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,435984,340671
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,336466,282096
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,246288,140923
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,181000,105071
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,148104,95469
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,82562,45780
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,53450,37938
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,50550,39537
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,48568,32803
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,41626,40400
US-Canada Border,05/01/2001 12:00:00 AM,Buses,33158,29025
US-Canada Border,05/01/2001 12:00:00 AM,Trains,5928,5474
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,4004,2383
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,1412,1136
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,39288902,36604775
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,16026416,13695993
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,11898756,15191858
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,9065586,7347720
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicles,5641828,6249358
US-Canada Border,04/01/2001 12:00:00 AM,Trucks,1137568,1050879
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Full,934088,623041
US-Canada Border,04/01/2001 12:00:00 AM,Bus Passengers,714306,700818
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,703868,662378
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,597788,506239
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,399322,339740
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,300256,281808
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Full,222544,139627
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Empty,167532,104079
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Empty,71044,45379
US-Canada Border,04/01/2001 12:00:00 AM,Pedestrians,70442,95867
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,57564,37626
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,49138,39384
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,43224,32637
US-Canada Border,04/01/2001 12:00:00 AM,Train Passengers,36734,40459
US-Canada Border,04/01/2001 12:00:00 AM,Buses,25982,29073
US-Canada Border,04/01/2001 12:00:00 AM,Trains,5742,5469
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,3494,2366
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,1234,1135
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,41853672,36520115
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,16485276,13651005
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,12572158,15234111
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,9998836,7304960
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,5575686,6260224
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,1192892,1048589
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,951382,617746
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,776786,660533
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,654732,701561
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,576612,505104
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,446254,338022
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,326504,281087
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,244358,137938
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,177060,102902
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,80796,44807
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,62892,96399
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,55550,37337
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,49848,32360
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,49722,39217
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,35116,40545
US-Canada Border,03/01/2001 12:00:00 AM,Buses,24972,29139
US-Canada Border,03/01/2001 12:00:00 AM,Trains,5822,5464
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,3344,2350
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,1276,1132
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,37787682,36499335
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,14703902,13633744
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,9944008,15320834
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,8591982,7283861
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,4692942,6285917
US-Canada Border,02/01/2001 12:00:00 AM,Trucks,1064990,1048320
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,801230,614738
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,684952,660133
US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,558586,703905
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,446960,506057
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,368396,337524
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,280828,281091
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,207972,136790
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,151602,102104
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,65278,44472
US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,63174,96943
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,43356,39150
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,42396,37254
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,38734,32255
US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,29010,40734
US-Canada Border,02/01/2001 12:00:00 AM,Buses,21830,29259
US-Canada Border,02/01/2001 12:00:00 AM,Trains,5402,5465
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,2588,2346
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,1046,1134
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,40045434,36440234
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,15470184,13603137
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,11736758,15380568
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,8745336,7259504
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,5014946,6307100
US-Canada Border,01/01/2001 12:00:00 AM,Trucks,1158344,1046486
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,929118,609498
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,718918,659153
US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,529354,706814
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,511086,505974
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,394752,336570
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,314186,280539
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,216130,135467
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,178364,100833
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,67396,44090
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,53700,38907
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,51790,37012
US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,50184,97723
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,35490,32201
US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,30148,40910
US-Canada Border,01/01/2001 12:00:00 AM,Buses,20996,29397
US-Canada Border,01/01/2001 12:00:00 AM,Trains,5684,5461
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,3304,2330
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,1176,1133
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,41265772,36358445
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,15880566,13564536
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,11795436,15441333
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,9309428,7224759
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,4985484,6329500
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,950134,1048119
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,715808,607696
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,657198,659186
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,573182,709079
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,510524,505897
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,344112,336442
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,299626,280216
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,183710,134650
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,121408,100484
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,90220,97850
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,53644,43928
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,50166,36789
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,49788,38723
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,36224,40990
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,33866,32173
US-Canada Border,12/01/2000 12:00:00 AM,Buses,22110,29520
US-Canada Border,12/01/2000 12:00:00 AM,Trains,5220,5465
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,2532,2327
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,1080,1134
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,39304744,36307647
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,15120978,13537701
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,12497170,15492095
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,7558188,7219010
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,5357502,6346259
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,1200940,1045484
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,904804,602574
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,727874,658002
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,609856,710790
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,501170,505978
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,408528,335199
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,328436,279384
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,220448,133170
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,145468,99708
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,74012,98261
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,65064,43563
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,52004,36527
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,46678,38585
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,37494,32081
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,30868,41164
US-Canada Border,11/01/2000 12:00:00 AM,Buses,23550,29623
US-Canada Border,11/01/2000 12:00:00 AM,Trains,5702,5461
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,3180,2312
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,1174,1133
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,39871290,36245127
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,15401110,13505010
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,14386740,15511487
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,7349322,7216724
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicles,6279576,6347429
US-Canada Border,10/01/2000 12:00:00 AM,Trucks,1253666,1041832
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Full,1023290,595193
US-Canada Border,10/01/2000 12:00:00 AM,Bus Passengers,882140,707784
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,776576,655922
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,620744,503965
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,422168,333674
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,338558,278346
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Full,184374,132272
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Empty,146364,98890
US-Canada Border,10/01/2000 12:00:00 AM,Pedestrians,95948,98301
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Empty,61582,43247
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,48590,36315
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,46750,31824
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,45106,38471
US-Canada Border,10/01/2000 12:00:00 AM,Train Passengers,40350,41179
US-Canada Border,10/01/2000 12:00:00 AM,Buses,32454,29574
US-Canada Border,10/01/2000 12:00:00 AM,Trains,5816,5455
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,3254,2295
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,1238,1132
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,39452530,36187851
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,16158118,15499940
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,15128632,13476017
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,7601494,7209853
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,6750582,6340229
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,1177114,1039416
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,1106206,700669
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,909918,589572
